price,bedrooms,bathrooms,sqft_living,floors,year_built,zipcode
455000,4,2,2450,1,1954,98166
390000,4,2,2680,2,1986,98027
450000,3,2,1850,1,1982,98033
382000,4,1,1740,2,1924,98122
287000,3,2,1490,1,1987,98019
460000,4,2,1960,1,1971,98027
435000,3,2,1380,2,2009,98052
575000,2,1,1510,2,1935,98199
626700,3,2,1410,1,1906,98109
352000,4,2,1440,2,1922,98178
865000,3,2,1790,1,1953,98004
197000,3,1,1090,1,1962,98002
340000,8,3,2790,1,1977,98133
560000,3,2,1840,1,1968,98033
354000,3,2,1340,1,1972,98034
670000,4,3,2570,2,1999,98074
769000,4,4,3010,2,2005,98029
650000,4,3,2160,1,1940,98103
1.15E+06,3,3,2100,1,1953,98004
289950,4,2,2090,1,1970,98031
300000,3,2,1810,1,1977,98058
471000,4,2,1760,1,1962,98126
639000,4,3,2500,2,1990,98029
287000,2,1,930,1,1952,98178
740000,4,3,3030,2,1992,98075
499922,3,2,1460,1,1990,98117
675000,4,3,2940,2,1986,98029
738515,5,3,3360,2,2014,98011
445000,3,2,2110,1,1956,98108
1.04E+06,4,2,2740,1,1953,98125
346000,2,1,1070,1,1917,98144
450000,3,2,1680,2,1940,98118
350000,4,3,2260,1,1975,98042
2.40E+06,4,4,5860,2,1907,98112
594950,4,2,2380,1,1977,98075
1.70E+06,5,3,3320,2,2004,98103
219000,2,1,1050,2,1984,98003
450000,4,3,2070,2,2004,98065
402000,4,2,1790,2,1992,98056
275000,2,1,840,1,1942,98108
421500,3,2,990,1,1948,98122
560000,3,3,4120,2,1994,98014
314000,3,2,1620,1,1966,98059
287000,4,2,1340,1,1942,98146
277000,4,1,1500,2,1925,98055
337500,2,1,1300,1,1950,98116
792000,4,3,3100,2,1999,98052
435000,3,3,3380,2,1999,98019
313100,4,3,2660,1,1977,98055
575000,3,2,1700,2,1924,98117
510000,4,3,1840,1,1972,98177
299950,2,1,890,1,1941,98126
1.03E+06,3,3,2800,1,1953,98199
364000,4,2,2010,1,1957,98133
335000,3,1,1380,1,1965,98133
219950,3,1,1210,1,1954,98198
215000,3,2,1280,1,1991,98038
640000,4,3,4090,2,1979,98092
535000,3,1,1580,1,1925,98199
253000,4,2,1910,1,1973,98003
650000,2,3,1740,2,1994,98112
672000,3,2,1130,2,1930,98117
606000,3,2,1970,1,1950,98177
292000,3,2,1780,1,1981,98059
289950,3,2,1670,1,1992,98030
257500,4,2,1360,1,1968,98023
380000,3,3,1840,1,1971,98133
360000,3,2,1255,3,2010,98103
269500,3,2,1840,1,1976,98031
449000,4,3,2960,2,2005,98038
375000,4,2,1430,2,1948,98125
2.20E+06,5,5,5990,2,2002,98027
810000,4,3,3480,2,1988,98072
994000,5,3,4260,2,2005,98074
275000,5,2,1820,1,1979,98031
300000,2,1,1290,2,2008,98053
380000,5,3,2130,2,2013,98168
200000,3,2,1170,1,1957,98198
635000,3,4,1730,3,2009,98102
280000,2,1,880,1,1939,98126
574000,3,3,2380,2,2002,98065
825000,4,3,2220,1,1953,98004
545000,3,2,1780,2,1988,98045
271950,3,2,1220,1,1962,98006
630000,5,2,2490,1,1959,98023
400000,2,1,1180,1,1984,98011
334000,4,3,2310,2,1998,98092
332500,4,2,1440,2,1972,98144
525000,2,2,1620,2,2007,98144
408000,3,3,2620,2,1991,98038
846450,4,3,3710,2,2003,98029
411100,3,2,1040,1,1958,98005
409124,5,3,3320,2,1999,98042
335950,2,2,800,1,1951,98146
480000,5,3,2040,1,1963,98052
280000,2,2,1960,1,1957,98031
668000,4,3,2670,2,1999,98075
750000,4,3,2930,2,2010,98034
394475,2,1,830,1,1955,98117
848000,5,2,2290,2,1928,98105
675000,3,2,2510,3,1907,98112
175000,3,1,1280,1,1958,98058
560000,4,2,1810,1,1952,98136
538888,5,3,2080,2,1987,98074
359000,4,2,1680,2,1991,98166
300000,3,2,1660,2,2001,98019
273000,3,3,1650,2,1989,98030
670000,3,3,1420,2,2003,98102
530000,4,2,2240,1,1984,98074
625000,3,2,1230,1,1927,98103
248000,3,1,1260,1,1954,98198
533000,3,3,2060,2,1990,98029
549950,4,4,3090,1,1991,98034
485000,4,2,3220,1,1959,98177
353500,3,3,2020,2,2001,98038
435000,2,2,1910,1,1976,98074
241000,3,1,1150,1,1951,98178
885000,4,3,2730,2,1921,98115
799200,6,3,2890,3,1906,98102
760000,3,3,2280,1,1973,98005
270000,2,1,1040,1,1922,98118
675000,4,2,2440,1,1969,98052
499000,3,3,1720,1,1977,98052
1.20E+06,3,3,3430,2,1984,98033
320000,4,3,2570,2,2005,98038
890000,4,3,4360,1,2000,98038
230000,3,1,1140,1,1967,98001
490000,4,3,3020,2,1994,98042
550000,3,3,2340,2,1906,98122
390000,5,2,2400,1,1959,98056
277000,3,2,1610,1,1968,98032
236000,3,2,1090,1,1994,98003
265953,3,2,1470,1,1975,98092
545000,3,2,1670,1,1974,98008
535000,3,3,1850,2,1991,98034
1.45E+06,3,3,3940,1,1967,98006
490000,4,3,2330,2,2003,98108
319950,4,3,2020,2,1954,98065
625000,3,2,1300,1,1960,98033
248000,3,1,1180,1,1968,98031
475000,3,2,1320,1,1966,98007
410000,6,3,2520,1,1962,98155
670000,3,3,1680,3,1909,98105
430000,3,3,2000,2,1968,98027
313000,2,1,1180,1,1954,98027
950000,3,3,3330,3,1988,98040
751750,2,2,1880,2,1902,98112
760000,4,3,2990,2,2003,98027
310650,3,2,1510,1,1969,98059
367500,4,3,3110,2,1997,98092
580000,4,3,2150,2,2001,98115
580000,3,2,1900,2,1905,98122
665000,4,3,2720,2,1987,98074
260000,5,2,2320,1,1967,98001
470000,4,3,1990,2,1998,98155
733000,3,2,1740,1,1930,98115
250000,4,2,2130,1,1962,98031
402000,4,2,1510,1,1957,98133
295000,5,4,2100,2,1999,98178
355000,5,3,2344,1,1976,98023
289000,3,2,1970,1,1968,98058
376000,3,2,1470,2,1982,98133
212700,2,1,940,1,1926,98126
325000,3,2,1780,1,1983,98042
415000,4,3,2230,2,2002,98019
935000,3,3,3570,1,1981,98177
372000,3,3,1920,2,1990,98019
240000,3,2,1290,1,1957,98168
334950,3,2,1880,1,1980,98059
426500,4,3,2960,2,2005,98038
430000,2,2,1840,1,1952,98166
400000,3,2,1890,1,1967,98118
455850,3,2,1820,1,1964,98108
1.32E+06,4,3,2860,1,1953,98004
400000,3,2,1530,1,1986,98028
397500,3,1,1030,1,1954,98006
755000,3,3,2000,3,2005,98109
287000,5,2,1730,1,1962,98058
480000,4,3,3620,2,1976,98038
490000,3,3,2040,2,1995,98045
365000,3,3,2640,2,1991,98058
260000,3,3,1600,2,2005,98056
505000,4,1,1480,2,1929,98133
260000,2,1,700,1,1922,98122
430000,2,1,700,1,1922,98122
905000,4,3,3520,2,1993,98027
440000,3,2,1650,2,1977,98052
439500,4,1,1360,2,1950,98115
270000,3,2,1350,1,1944,98056
306500,3,3,1970,2,1998,98042
380000,3,2,1470,2,2003,98126
215000,4,2,1610,1,1969,98042
299900,2,1,810,1,1950,98133
993000,4,2,2850,2,1954,98004
265000,3,2,1780,1,1967,98001
494000,4,3,1830,1,1973,98177
317500,4,2,1730,1,1963,98059
670000,4,3,2110,2,1977,98033
650000,3,3,3060,2,2004,98065
852000,4,3,2620,2,1983,98118
250000,2,2,1088,2,1983,98034
264950,3,2,1400,1,1964,98055
582500,2,2,1540,1,1942,98177
384000,3,3,1540,2,1998,98144
817000,3,2,2310,2,1926,98119
320000,4,2,1730,1,1971,98059
445800,4,2,2070,1,1977,98155
263300,2,1,900,1,1951,98118
215000,3,1,860,1,1952,98133
842500,5,4,2980,2,1921,98115
850000,5,4,2980,2,1921,98115
386000,5,3,2740,2,1990,98031
251100,4,3,1790,2,1996,98030
435000,3,2,1750,1,1978,98072
870000,4,4,3610,2,2000,98075
1.15E+06,3,3,2850,1,1954,98004
555000,3,2,1570,1,1968,98052
280000,2,1,2280,2,1932,98136
356000,3,1,940,1,1916,98107
675000,4,3,2920,2,2004,98065
605000,4,2,2260,2,1976,98074
690500,5,2,2000,2,1908,98112
437000,2,2,1440,1,2005,98053
979000,3,2,1700,1,1954,98004
350000,4,2,2300,2,1904,98144
480000,2,2,1490,2,1926,98108
379500,3,2,1830,2,1989,98059
600000,5,5,4440,2,2012,98168
1.44E+06,4,4,4970,2,1992,98006
303000,2,2,1000,2,2007,98144
800000,4,3,4940,1,1953,98178
549000,2,2,1980,2,1906,98103
324950,3,3,1560,1,1964,98188
170000,2,1,870,1,1948,98168
178000,3,1,840,1,1969,98042
144000,3,1,1250,1,1958,98058
1.58E+06,4,3,3120,1,1954,98040
258000,2,1,750,1,1932,98024
345000,3,2,710,1,1950,98126
470000,3,2,2290,1,1965,98155
2.90E+06,5,3,3750,2,1925,98118
350000,3,2,980,1,1969,98034
225500,2,2,1590,1,1972,98002
473000,2,1,940,1,1942,98199
279000,3,2,1750,1,1962,98198
470000,3,1,1460,1,1948,98125
565000,3,2,1540,1,1925,98105
695000,3,2,2560,1,1952,98136
315000,3,2,1660,1,1991,98022
529000,3,3,1880,2,1993,98029
750000,5,4,3500,2,1967,98053
481500,3,2,1840,2,1993,98034
211000,3,2,1060,1,1987,98038
455000,3,2,1790,1,1973,98034
238950,2,1,810,1,1938,98055
722500,4,4,2600,2,2003,98117
795000,4,3,3230,1,1973,98075
327500,4,2,2240,2,1971,98032
585000,4,3,3400,2,2006,98038
775000,4,2,3140,1,1939,98199
645000,4,3,2780,2,2001,98075
445000,4,3,2320,1,1968,98133
257950,3,2,1370,1,1987,98198
375000,5,2,2230,1,1959,98178
245000,3,3,1610,2,1994,98030
725000,3,3,3410,2,1990,98042
702000,4,3,2810,2,2005,98074
330000,3,2,1850,2,1943,98059
940000,3,2,1790,2,1912,98119
354500,3,1,1150,2,1950,98155
279950,4,3,2420,2,1914,98002
284000,3,2,1580,1,1989,98038
480000,5,2,1760,1,1959,98028
647500,5,2,1760,1,1959,98028
625000,3,3,2750,2,1993,98077
152000,3,1,920,1,1978,98042
322000,3,1,960,1,1961,98034
445000,3,2,1120,1,1916,98107
595000,3,1,1560,2,1907,98144
165000,3,1,1380,1,1981,98055
278500,4,3,1940,2,1990,98023
517500,3,2,1810,1,1973,98027
343566,2,1,1100,1,1954,98136
286285,4,2,1980,1,1977,98002
474905,4,2,1340,1,1959,98008
550000,3,2,1680,1,1960,98126
204700,4,2,1670,1,1967,98001
810000,3,2,1520,1,1954,98004
449950,3,2,1610,2,1985,98029
259000,4,2,1490,2,1966,98198
340000,3,2,1900,1,1969,98058
785000,4,3,3440,2,1994,98053
490000,2,1,1840,2,1910,98107
344950,4,2,2330,1,1941,98030
950000,3,2,2250,2,1905,98112
810000,4,2,2000,1,1958,98116
998160,2,3,3010,1,1976,98006
377000,3,2,1680,1,1979,98056
595000,3,2,1530,1,1984,98033
313300,2,1,970,1,1911,98116
360000,5,2,1550,2,1941,98108
188000,3,2,1660,1,1979,98023
755000,3,3,3680,2,1994,98014
1.29E+06,5,4,3210,2,1917,98117
455000,3,1,1480,3,1940,98027
817500,5,4,3600,2,2005,98052
550000,3,2,1700,3,2002,98103
260000,3,2,1680,1,1978,98023
320000,3,2,1550,2,1999,98045
1.15E+06,3,3,3780,1,1999,98006
362000,4,3,2360,1,1985,98125
503500,3,3,1810,2,1997,98199
653000,3,3,2290,2,2006,98029
760000,4,3,3370,2,1991,98077
775000,4,2,2090,1,1916,98117
1.34E+06,4,4,2130,2,1955,98136
417500,5,2,2060,1,1954,98177
525000,3,2,1560,1,1969,98052
217000,2,1,730,1,1934,98198
525000,4,3,2910,1,1985,98011
442500,4,2,2490,1,1976,98155
525000,4,2,1710,1,1955,98006
425500,4,2,1520,1,1967,98034
710000,3,3,2930,2,1990,98024
545000,4,3,3160,1,1991,98070
410000,5,3,2910,2,1967,98058
245000,3,2,1700,1,1980,98038
194900,2,1,810,1,1923,98002
284000,4,3,2000,2,2003,98042
209000,3,2,1250,1,1967,98001
280000,3,2,2080,1,1970,98014
360000,4,2,1730,1,1943,98106
405000,2,1,720,1,1942,98199
865000,4,3,3560,2,2000,98075
483300,4,2,1210,1,1955,98006
355000,4,3,2130,2,1985,98092
274950,3,2,1570,1,1990,98038
1.93E+06,3,5,3950,2,1998,98199
755000,3,3,3450,2,1989,98166
1.94E+06,4,6,7220,2,2000,98053
309212,3,2,1150,1,1979,98045
219950,3,2,1500,1,1984,98023
690000,3,3,1300,2,1920,98117
250800,3,2,1290,1,1943,98106
557500,3,2,2510,1,1994,98038
941000,4,2,2320,2,1926,98105
3.65E+06,6,5,5480,2,1936,98105
305000,4,3,2030,1,1977,98042
800000,6,1,1430,2,1954,98004
1.02E+06,3,3,2920,1,1954,98116
1.24E+06,4,3,3330,2,1928,98144
535000,3,3,2110,2,1990,98056
915000,5,3,2580,1,1954,98004
255000,3,2,1590,1,1994,98042
327000,2,1,1070,1,1947,98155
560000,4,2,2720,2,1976,98003
1.34E+06,4,4,2980,2,1998,98033
199500,3,2,1160,1,1977,98042
760000,4,3,3580,2,2004,98038
439000,3,2,3020,3,1994,98108
527000,4,2,2380,1,1961,98008
199950,3,3,2270,2,1948,98022
254000,3,2,1660,2,1988,98042
393000,2,1,830,1,1921,98103
585000,5,2,2480,1,1979,98011
450000,2,2,1900,1,1923,98126
565000,2,2,1670,1,2005,98029
330000,5,2,2000,1,1986,98188
870000,3,2,2320,2,1992,98074
585000,4,3,1860,1,1966,98008
500000,3,3,2110,2,1977,98092
225000,3,2,1400,1,1979,98058
295000,3,2,1400,1,1979,98058
775000,3,3,2850,1,1976,98006
280000,3,1,1370,1,1981,98045
539000,3,3,2170,2,1923,98103
567500,3,2,2570,1,1953,98166
442500,4,2,1970,1,1960,98125
598200,5,4,2980,3,1997,98118
610000,4,3,2300,2,1955,98033
544900,3,3,1990,2,2004,98075
557500,4,3,2390,2,2001,98072
532500,3,3,2160,1,1979,98074
1.35E+06,4,3,3300,2,1985,98040
750000,3,2,1840,1,1920,98112
530000,3,3,2030,2,1983,98052
346100,3,3,1400,2,2003,98136
260000,4,2,2320,2,1977,98092
365000,3,2,1410,1,1959,98006
615000,3,2,1860,1,1983,98075
318400,4,3,1820,2,1994,98038
498500,4,3,1910,2,1993,98155
450000,3,2,1540,1,1971,98034
200000,3,2,1430,1,1988,98092
234000,3,1,1010,1,1968,98042
121800,2,1,940,1,1947,98146
805000,3,3,2600,2,1929,98116
410000,4,2,2060,1,1963,98155
475000,3,3,1920,2,1986,98034
1.34E+06,4,3,2900,2,1986,98199
269000,1,1,1020,1,1947,98106
573000,4,2,2150,2,1979,98052
330000,3,3,1660,2,2001,98108
252750,4,1,1230,2,1944,98166
745000,2,3,2170,1,2007,98053
280000,3,2,1280,1,1991,98038
535000,4,3,2240,1,1974,98146
580000,4,2,1780,1,1953,98115
301000,3,2,1840,1,1968,98055
600000,4,2,1740,1,1968,98008
538900,5,3,3040,2,2005,98106
366000,3,3,2370,2,2006,98038
303000,4,3,2100,2,2003,98042
432000,3,2,1470,2,2007,98136
300000,2,2,1300,1,1945,98146
908800,3,3,3420,2,1939,98144
500000,3,2,1190,1,1940,98107
132500,3,1,1080,1,1967,98001
470000,5,2,2180,2,1924,98117
480000,3,2,1460,1,1967,98008
536000,3,2,1530,1,1983,98033
1.35E+06,4,4,4740,2,2006,98027
550000,3,2,1980,1,1980,98052
260000,3,2,1710,1,1976,98023
284900,2,2,1160,2,2006,98155
740000,3,3,2200,2,2002,98109
425000,2,1,1170,1,1920,98136
230000,3,1,1120,1,1965,98146
675000,3,2,1710,2,1926,98116
267500,3,2,1650,1,1986,98030
814000,4,3,2840,1,1952,98118
1.25E+06,4,3,3310,2,1989,98053
460000,3,2,1860,1,1985,98125
445000,3,3,2250,2,1994,98045
715000,3,3,2890,2,2004,98074
425000,3,2,2120,1,1947,98125
370000,4,3,2130,2,2009,98058
302000,2,2,1170,1,1937,98003
453000,4,2,2120,1,1956,98008
290000,3,2,1280,1,1969,98059
1.04E+06,4,3,3170,2,1988,98033
925000,4,2,2260,1,1967,98033
600000,3,2,2930,1,1993,98072
354000,3,2,1060,1,1981,98126
204950,4,2,1740,1,1978,98023
675000,4,3,2990,2,2005,98074
995000,4,3,3530,2,1986,98052
800000,5,2,2960,1,1957,98005
472500,3,3,1650,2,1996,98052
549950,4,3,2720,1,1969,98007
575575,3,2,1516,1,1925,98103
545000,4,3,4386,1,2006,98092
340000,3,2,2580,1,1963,98133
225000,3,1,960,1,1963,98056
299950,2,2,1460,1,1983,98031
829900,4,4,3840,2,2001,98105
340000,4,3,2090,2,2007,98038
515000,4,2,2470,1,1975,98052
601000,4,3,2090,2,1992,98029
470000,3,3,2070,2,1994,98059
371500,3,1,1650,1,1954,98106
550000,3,2,1880,1,1980,98072
242550,4,3,2060,2,1995,98023
367500,3,2,1410,1,1961,98177
359000,4,4,2770,2,1996,98003
215000,3,2,1100,1,1967,98001
199900,5,2,1798,1,1967,98001
187000,3,2,1280,2,1985,98002
326000,3,3,1720,1,1958,98058
340000,3,3,1720,1,1958,98058
330000,6,2,3040,1,1951,98030
782000,4,4,3780,2,2001,98052
612000,4,3,2670,2,1999,98034
400000,3,2,1350,1,1964,98177
941500,5,4,3490,2,1980,98177
313000,2,2,870,2,2004,98103
735000,4,2,2410,2,1929,98117
471000,3,2,1640,1,1977,98011
350000,3,1,1540,1,1950,98155
530000,4,3,2370,1,1976,98027
415000,4,3,1830,2,1991,98028
639500,4,2,2330,2,1986,98052
580379,4,3,2240,2,1976,98075
378000,2,3,1700,2,2009,98065
265000,3,2,1750,1,1969,98058
212000,3,2,1100,1,1967,98023
400000,4,3,2320,2,1998,98198
750000,4,3,2540,2,1997,98008
384900,5,3,3090,1,1968,98023
176000,2,1,770,1,1969,98042
350000,3,3,2370,2,2002,98038
168000,3,1,1200,1,1977,98030
358000,4,2,2200,1,1908,98118
580000,3,3,2660,1,1975,98077
442500,3,2,1600,1,1977,98034
515000,2,3,1330,3,2004,98105
554000,5,3,3440,1,1958,98166
659000,3,3,2510,2,1996,98075
414999,4,3,2150,1,1963,98034
275000,3,2,1180,1,1983,98045
193000,2,1,680,1,1951,98188
525000,4,3,2840,2,2002,98058
424000,3,3,1820,2,1985,98052
455000,2,1,1070,1,1908,98117
463000,2,1,1250,2,1943,98126
1.10E+06,4,3,2190,1,1960,98033
523000,3,2,3000,2,1963,98115
615000,4,2,2270,1,1959,98005
1.52E+06,4,4,4500,2,1991,98027
870000,5,4,3400,2,1900,98107
710000,3,3,2830,2,1991,98074
215000,3,1,960,1,1967,98023
590000,2,1,1530,1,1920,98117
323000,5,3,2500,1,1962,98092
279000,4,2,1560,2,1966,98058
535100,3,2,2070,1,1973,98177
830000,5,2,2710,1,1959,98005
815000,4,3,3150,2,2002,98033
535900,3,2,1880,1,1975,98008
230000,3,1,1250,1,1955,98146
325500,4,2,2290,1,1969,98055
359000,3,2,1990,2,1997,98056
505000,3,3,2100,2,1999,98065
253905,3,1,940,1,1958,98056
369950,3,2,1640,1,1965,98125
350000,3,2,1860,2,1995,98038
650000,4,2,2100,3,2001,98115
295000,3,2,1500,1,1925,98070
620000,3,2,1680,1,1948,98177
2.00E+06,2,3,3900,2,2009,98065
246000,3,1,1400,1,1944,98166
430000,3,3,2600,1,1965,98014
509990,3,2,1440,2,1921,98118
490000,4,2,1870,1,1962,98033
385000,4,3,2960,1,1979,98198
769000,4,3,2440,2,1999,98074
185000,2,1,1122,1,1960,98023
303500,3,2,1060,1,1973,98034
468000,4,3,2150,1,1957,98177
449950,4,3,3100,2,1978,98042
235000,2,2,880,2,1999,98133
520000,4,3,2490,2,1985,98027
203000,2,1,1080,1,1951,98168
657000,5,3,2530,1,1960,98008
275000,3,1,1200,1,1954,98126
540000,4,2,2850,2,1991,98072
455000,4,3,2950,2,2005,98059
458500,2,2,1160,1,1941,98115
549900,4,4,3420,2,2003,98055
750000,3,2,2240,2,1923,98115
235000,4,2,1450,2,1962,98168
286000,4,3,1820,2,1989,98038
2.65E+06,4,4,4700,2,1958,98033
602000,4,2,2430,1,1963,98052
640000,3,2,1960,2,1915,98115
267000,3,2,1440,1,1977,98030
712000,4,3,2730,2,2001,98075
244500,2,1,910,1,1923,98065
301000,2,1,910,1,1923,98065
990000,4,3,2430,2,1919,98109
739999,4,3,3350,2,1999,98075
480000,4,2,2320,1,1910,98144
305000,3,3,1260,3,2009,98133
703300,3,2,1980,2,1932,98117
290000,5,3,2780,1,1967,98001
600000,4,3,2710,2,1992,98045
253000,3,1,1400,1,1968,98198
617950,4,3,2410,2,1997,98034
385000,4,3,1790,2,2000,98106
319000,3,2,1640,1,1967,98118
696000,3,3,1670,1,1960,98008
345000,2,1,970,1,1932,98126
380000,3,3,1610,3,2002,98115
647500,4,2,2060,1,1947,98166
725000,3,3,3570,2,1997,98027
269950,3,2,1400,1,1989,98038
875000,4,3,3470,2,1995,98077
299950,3,1,1210,1,1955,98106
650000,4,2,1900,1,1954,98004
430000,2,1,990,1,1947,98117
495000,5,3,2200,2,1989,98029
275000,3,2,1510,1,1970,98031
333000,3,1,1620,1,1964,98118
247000,3,2,1580,2,1986,98023
204555,3,2,1260,2,1983,98092
432000,3,2,2190,1,1994,98042
234950,4,2,1450,1,1967,98001
556300,4,3,2030,1,1968,98008
286000,2,1,780,1,1930,98045
320000,2,2,1110,3,2000,98103
815000,3,3,2790,2,1991,98077
385000,4,2,1660,1,1980,98056
1.04E+06,4,1,3410,2,1910,98144
350000,4,2,2390,2,1987,98023
277000,4,3,1850,2,1998,98092
415000,6,2,2500,1,1966,98118
295000,3,1,1000,1,1951,98155
969000,4,2,2450,2,1919,98116
339888,4,2,1440,1,1947,98106
269950,3,2,1660,2,1996,98030
1.19E+06,3,3,2510,2,2006,98034
780000,4,3,3090,2,1998,98075
198000,3,1,860,1,1968,98042
350000,2,1,1220,1,1953,98056
350000,3,1,1010,1,1967,98034
319000,4,2,2390,2,1990,98023
311000,4,2,3340,2,1973,98023
394000,5,3,3620,2,2004,98038
1.34E+06,5,2,4200,3,1906,98112
2.70E+06,5,3,3831,2,1959,98040
396000,3,1,1980,1,1949,98133
809000,4,2,1790,1,1976,98033
480000,3,2,1580,1,1977,98052
535000,6,2,2460,1,1913,98115
425000,5,3,2110,2,1947,98106
408000,3,3,1470,3,2006,98117
1.26E+06,4,3,3510,2,1966,98040
310000,1,1,520,1,1947,98117
292000,3,3,1950,2,1996,98038
217000,2,1,770,1,1942,98168
398500,4,3,2250,2,2005,98056
2.25E+06,3,3,4040,2,1930,98112
700000,4,2,2360,1,1955,98109
585000,4,3,2330,2,1989,98075
399950,3,1,1720,1,1954,98155
235000,3,2,1900,1,1980,98168
212000,3,1,1040,1,1951,98178
310000,3,2,2070,1,1982,98074
539000,3,2,2070,1,1982,98074
390000,3,3,1550,2,2001,98122
560000,3,3,2020,1,1976,98052
800000,5,3,3320,2,1999,98075
1.90E+06,4,3,4130,2,1978,98005
472000,5,2,2030,1,1963,98008
502550,3,2,1770,1,1958,98008
830000,4,3,3330,2,2004,98075
224950,4,3,2260,1,1965,98002
375000,3,3,1950,2,1997,98155
645000,3,3,2930,2,1983,98077
599000,3,3,1960,2,1926,98103
515000,4,3,2980,2,1996,98031
135000,2,1,780,1,1948,98002
485000,3,3,1650,2,2000,98075
890000,3,3,4030,2,1975,98005
215000,3,1,1010,1,1972,98042
299500,3,1,1190,1,1981,98045
626000,4,2,1350,1,1954,98004
275000,3,3,1560,2,2002,98038
256400,3,2,1490,1,1963,98003
310000,2,1,770,1,1948,98155
385000,1,1,620,1,1954,98144
203000,3,2,1200,1,1963,98055
285000,4,2,2120,1,1954,98133
473975,3,3,2330,2,1999,98074
320000,3,2,2000,1,1978,98058
599000,5,3,2820,1,1967,98117
580000,3,2,2040,1,1925,98126
175000,3,1,1070,1,1967,98001
274000,2,1,820,1,1954,98166
347000,2,2,1315,2,1974,98028
270000,3,2,1390,1,1957,98106
672000,3,1,1220,1,1954,98004
220000,3,2,1460,1,1993,98198
243000,3,1,1480,1,1955,98022
457500,3,2,1840,1,1925,98108
340000,2,2,1880,1,1951,98115
657500,4,2,1910,2,1912,98105
332500,4,3,2220,2,1998,98038
340000,3,2,1410,1,1993,98045
350000,4,3,3380,1,1959,98118
428000,4,3,1950,1,1966,98118
515055,4,3,2400,2,1999,98045
450000,3,2,1560,1,1972,98008
190000,3,1,1040,1,1943,98168
1.00E+06,4,3,3090,3,1919,98116
299000,3,3,1850,2,2005,98058
508000,2,1,1200,2,1927,98112
294000,4,2,2190,2,2005,98038
320000,2,1,1380,1,1918,98117
641000,5,3,3710,2,1996,98056
675000,3,3,2320,1,1978,98072
255000,3,2,1110,1,1964,98042
162500,3,2,1390,1,1967,98001
607500,4,3,2460,1,1969,98075
765000,3,1,1270,1,1956,98033
334950,4,2,1700,1,1961,98031
426000,3,1,1130,1,1952,98033
765000,3,1,1220,1,1954,98004
343000,2,2,1040,1,1953,98155
470101,4,3,2320,2,1986,98028
195000,3,2,1200,1,1958,98002
772500,4,1,1720,2,1928,98117
450000,3,2,2330,1,1954,98155
1.44E+06,4,4,4410,3,2001,98118
525000,4,2,1650,1,1970,98052
280000,3,2,1370,2,1980,98045
260000,4,3,2240,1,1967,98001
406100,3,2,1410,3,2005,98103
332544,2,2,1710,1,1987,98055
110000,2,1,790,1,1947,98188
685000,6,2,2770,2,1921,98112
461000,4,1,1260,2,1951,98177
615000,3,2,2300,1,1979,98034
550000,2,1,1070,1,1926,98103
1.06E+06,4,4,3850,2,1995,98033
685000,3,3,2320,2,1993,98053
1.56E+06,5,3,2870,2,1962,98039
312000,4,3,1830,2,2003,98038
507500,3,2,1990,1,1977,98052
217000,3,1,1110,1,1966,98198
439000,3,2,1830,1,1981,98034
620000,6,4,3600,2,2004,98065
915000,4,3,3210,2,1998,98007
425000,4,2,1490,1,1977,98144
435000,2,1,990,1,1947,98115
305000,3,2,1646,2,1996,98038
276000,2,1,720,1,1918,98106
327500,3,2,2310,2,1990,98031
810000,3,3,2670,2,2003,98033
715000,3,3,3060,2,1994,98052
272000,3,2,1380,1,1963,98055
266000,2,1,700,1,1949,98155
543000,3,2,1710,2,1944,98136
400000,3,3,1450,1,1984,98074
509500,5,2,2060,1,1961,98007
495000,3,4,2380,2,1997,98118
424950,4,3,2760,2,2001,98056
230000,3,1,940,1,1957,98056
235000,4,2,1760,2,1951,98031
763000,3,2,1360,1,1942,98033
350000,3,2,2010,2,1939,98178
900000,3,2,2160,2,1917,98119
250000,3,1,930,1,1973,98118
225000,3,3,1020,2,2004,98106
255000,2,2,1360,1,1974,98198
161700,4,2,1720,1,1974,98023
336000,3,3,1790,1,1988,98178
410500,3,1,1150,1,1954,98133
502700,4,4,2710,2,1968,98155
505000,3,3,2400,1,1977,98034
250000,3,1,1660,2,1910,98118
570000,3,1,1660,2,1910,98118
349900,4,3,2290,2,1994,98198
465000,3,3,2870,2,1988,98003
625000,4,3,4240,2,1989,98023
655000,3,2,1800,1,1952,98199
469000,4,2,2960,1,1946,98166
355000,3,2,1980,1,1964,98177
596000,3,3,1730,2,2001,98005
790000,4,3,3020,2,1986,98077
885000,4,2,4470,2,1991,98053
1.03E+06,4,3,2830,2,1912,98144
710000,4,2,2120,1,1941,98199
428040,3,3,2150,2,1988,98028
1.37E+06,5,2,3510,1,1959,98040
546000,2,1,970,1,1924,98109
540000,4,1,1360,2,1951,98115
435000,3,3,1470,1,1985,98115
540000,4,2,3040,1,1984,98074
284000,2,1,860,1,1918,98106
208000,2,1,820,1,1942,98056
315000,3,2,1900,1,1977,98155
417500,2,1,1330,1,1910,98117
345000,3,2,1240,1,1978,98053
375000,3,3,1330,3,2004,98117
389800,3,2,1880,1,1959,98155
475000,3,2,1890,1,1973,98034
569000,4,2,2250,2,1980,98053
985000,5,4,4650,2,1999,98024
